Page 1: P72572A (bbox: (36.20020294189453, 770.0149536132812, 110.38021087646484, 794.054931640625), font: MyriadPro-Regular, size: 20.0)
Page 35: v (bbox: (417.19781494140625, 98.4456558227539, 422.6578063964844, 112.88165283203125), font: MyriadPro-It, size: 12.0)
Page 35: 2 (bbox: (422.6522216796875, 97.82540130615234, 426.2411804199219, 106.2345962524414), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: − (bbox: (426.24102783203125, 98.45765686035156, 438.7330322265625, 112.88165283203125), font: MyriadPro-Regular, size: 12.0)
Page 35: u (bbox: (438.98504638671875, 98.4456558227539, 445.29705810546875, 112.88165283203125), font: MyriadPro-It, size: 12.0)
Page 35: 2 (bbox: (445.3013916015625, 97.82540130615234, 448.8903503417969, 106.2345962524414), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: = 2 × (bbox: (448.89019775390625, 98.45765686035156, 480.28228759765625, 112.88165283203125), font: MyriadPro-Regular, size: 12.0)
Page 35: a (bbox: (480.5343017578125, 98.4456558227539, 486.7983093261719, 112.88165283203125), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (486.79833984375, 98.45765686035156, 499.29034423828125, 112.88165283203125), font: MyriadPro-Regular, size: 12.0)
Page 35: x (bbox: (499.5423583984375, 98.4456558227539, 504.8343505859375, 112.88165283203125), font: MyriadPro-It, size: 12.0)
Page 35: HT (bbox: (48.69023132324219, 134.36167907714844, 63.53422927856445, 149.22967529296875), font: MyriadPro-Bold, size: 12.0)
Page 35: force = change in momentum ÷ time (bbox: (79.8662338256836, 134.36167907714844, 273.54620361328125, 149.22967529296875), font: MyriadPro-Bold, size: 12.0)
Page 35:  (bbox: (417.18621826171875, 146.80567932128906, 419.730224609375, 161.22967529296875), font: MyriadPro-Regular, size: 12.0)
Page 35: F (bbox: (421.8031005859375, 134.380126953125, 427.9350891113281, 149.22412109375), font: MyriadPro-BoldIt, size: 12.0)
Page 35: mv (bbox: (445.14306640625, 125.96813201904297, 461.2231140136719, 140.8121337890625), font: MyriadPro-BoldIt, size: 12.0)
Page 35: mu (bbox: (472.3350830078125, 125.96813201904297, 488.9911193847656, 140.8121337890625), font: MyriadPro-BoldIt, size: 12.0)
Page 35: t (bbox: (464.7406005859375, 143.7552490234375, 468.9165954589844, 158.5992431640625), font: MyriadPro-BoldIt, size: 12.0)
Page 35:  (bbox: (430.8031005859375, 134.16412353515625, 437.39111328125, 148.86412048339844), font: SymbolMT, size: 12.0)
Page 35:  (bbox: (463.89910888671875, 125.75213623046875, 470.48712158203125, 140.45213317871094), font: SymbolMT, size: 12.0)
Page 35:  (bbox: (440.1781005859375, 122.9062728881836, 444.1741027832031, 142.14857482910156), font: SymbolMT, size: 13.729384422302246)
Page 35:  (bbox: (490.026123046875, 122.9062728881836, 494.0221252441406, 142.14857482910156), font: SymbolMT, size: 13.729384422302246)
Page 35: energy transferred = current × potential difference × time (bbox: (79.86949920654297, 171.14271545410156, 368.2405090332031, 185.56671142578125), font: MyriadPro-Regular, size: 12.0)
Page 35: E (bbox: (417.18951416015625, 171.13070678710938, 422.82952880859375, 185.56671142578125), font: MyriadPro-It, size: 12.0)
Page 35: = (bbox: (422.82952880859375, 171.14271545410156, 435.321533203125, 185.56671142578125), font: MyriadPro-Regular, size: 12.0)
Page 35: I (bbox: (435.57354736328125, 171.13070678710938, 438.3695373535156, 185.56671142578125), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (438.36956787109375, 171.14271545410156, 450.861572265625, 185.56671142578125), font: MyriadPro-Regular, size: 12.0)
Page 35: V (bbox: (451.11358642578125, 171.13070678710938, 457.5815734863281, 185.56671142578125), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (457.58160400390625, 171.14271545410156, 470.0736083984375, 185.56671142578125), font: MyriadPro-Regular, size: 12.0)
Page 35: t (bbox: (470.32562255859375, 171.13070678710938, 474.0816345214844, 185.56671142578125), font: MyriadPro-It, size: 12.0)
Page 35: HT (bbox: (48.68150329589844, 202.04270935058594, 63.5255012512207, 216.91070556640625), font: MyriadPro-Bold, size: 12.0)
Page 35: force on a conductor at right angles to a magnetic field (bbox: (79.85750579833984, 195.04673767089844, 375.03106689453125, 209.91473388671875), font: MyriadPro-Bold, size: 12.0)
Page 35: carrying a current = magnetic flux density × current × length (bbox: (79.85750579833984, 209.05076599121094, 402.9443054199219, 223.91876220703125), font: MyriadPro-Bold, size: 12.0)
Page 35: F (bbox: (417.177490234375, 202.07879638671875, 423.3094787597656, 216.92279052734375), font: MyriadPro-BoldIt, size: 12.0)
Page 35: = (bbox: (423.30950927734375, 202.49879455566406, 435.801513671875, 216.92279052734375), font: MyriadPro-Regular, size: 12.0)
Page 35: B (bbox: (436.05352783203125, 202.07879638671875, 443.03753662109375, 216.92279052734375), font: MyriadPro-BoldIt, size: 12.0)
Page 35: × (bbox: (443.03753662109375, 202.49879455566406, 455.52960205078125, 216.92279052734375), font: MyriadPro-Regular, size: 12.0)
Page 35: I (bbox: (455.7816162109375, 202.07879638671875, 459.0696105957031, 216.92279052734375), font: MyriadPro-BoldIt, size: 12.0)
Page 35: × (bbox: (459.069580078125, 202.49879455566406, 471.5616455078125, 216.92279052734375), font: MyriadPro-Regular, size: 12.0)
Page 35: l (bbox: (471.81365966796875, 202.03079223632812, 475.6536560058594, 217.2707977294922), font: Trebuchet-BoldItalic, size: 12.0)
Page 35: For transformers with 100% efficiency, potential difference across (bbox: (79.85749816894531, 229.8347930908203, 408.40460205078125, 244.2587890625), font: MyriadPro-Regular, size: 12.0)
Page 35: primary coil × current in primary coil = potential difference (bbox: (79.85749816894531, 243.8388214111328, 376.87933349609375, 258.2628173828125), font: MyriadPro-Regular, size: 12.0)
Page 35: across secondary coil × current in secondary coil (bbox: (79.85749816894531, 257.84283447265625, 322.0164489746094, 272.266845703125), font: MyriadPro-Regular, size: 12.0)
Page 35: V (bbox: (417.177490234375, 243.82681274414062, 423.6454772949219, 258.2628173828125), font: MyriadPro-It, size: 12.0)
Page 35: P (bbox: (423.66021728515625, 250.58364868164062, 427.382080078125, 258.9928283691406), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: × (bbox: (427.382080078125, 243.8238067626953, 439.8741455078125, 258.247802734375), font: MyriadPro-Regular, size: 12.0)
Page 35: I (bbox: (440.12615966796875, 243.81179809570312, 442.9221496582031, 258.247802734375), font: MyriadPro-It, size: 12.0)
Page 35: P (bbox: (442.9263916015625, 250.58364868164062, 446.64825439453125, 258.9928283691406), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: = (bbox: (446.648193359375, 243.8238067626953, 459.1402587890625, 258.247802734375), font: MyriadPro-Regular, size: 12.0)
Page 35: V (bbox: (459.39227294921875, 243.81179809570312, 465.8602600097656, 258.247802734375), font: MyriadPro-It, size: 12.0)
Page 35: S (bbox: (465.864501953125, 250.58364868164062, 469.31353759765625, 258.9928283691406), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: × (bbox: (469.3135986328125, 243.8238067626953, 481.8056640625, 258.247802734375), font: MyriadPro-Regular, size: 12.0)
Page 35: I (bbox: (482.05767822265625, 243.81179809570312, 484.8536682128906, 258.247802734375), font: MyriadPro-It, size: 12.0)
Page 35: S (bbox: (484.85791015625, 250.58364868164062, 488.30694580078125, 258.9928283691406), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: change in thermal energy = mass × specific heat capacity × (bbox: (79.86959838867188, 278.16241455078125, 379.4378662109375, 292.58642578125), font: MyriadPro-Regular, size: 12.0)
Page 35: change in temperature (bbox: (79.86959838867188, 292.16644287109375, 194.8895721435547, 306.5904541015625), font: MyriadPro-Regular, size: 12.0)
Page 35: ∆ (bbox: (417.18963623046875, 284.1144714355469, 424.53363037109375, 300.2784729003906), font: TimesNewRomanPSMT, size: 12.0)
Page 35: Q (bbox: (424.53363037109375, 285.1584777832031, 432.54962158203125, 299.594482421875), font: MyriadPro-It, size: 12.0)
Page 35: = (bbox: (432.54962158203125, 285.17047119140625, 445.0416259765625, 299.594482421875), font: MyriadPro-Regular, size: 12.0)
Page 35: m (bbox: (445.29364013671875, 285.1584777832031, 454.9896545410156, 299.594482421875), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (454.98968505859375, 285.17047119140625, 467.481689453125, 299.594482421875), font: MyriadPro-Regular, size: 12.0)
Page 35: c (bbox: (467.73370361328125, 285.1584777832031, 472.8096923828125, 299.594482421875), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (472.8096923828125, 285.17047119140625, 485.3017578125, 299.594482421875), font: MyriadPro-Regular, size: 12.0)
Page 35: ∆ (bbox: (485.55377197265625, 284.1144714355469, 492.89776611328125, 300.2784729003906), font: TimesNewRomanPSMT, size: 12.0)
Page 35: θ (bbox: (492.89776611328125, 284.3184814453125, 498.7897644042969, 300.2784729003906), font: TimesNewRomanPS-ItalicMT, size: 12.0)
Page 35: thermal energy for a change of state = mass × specific latent (bbox: (79.86961364746094, 312.5064697265625, 384.7166748046875, 326.93048095703125), font: MyriadPro-Regular, size: 12.0)
Page 35: heat (bbox: (79.86961364746094, 326.510498046875, 102.24962615966797, 340.93450927734375), font: MyriadPro-Regular, size: 12.0)
Page 35: Q (bbox: (417.18963623046875, 319.5025329589844, 425.20562744140625, 333.93853759765625), font: MyriadPro-It, size: 12.0)
Page 35: = (bbox: (425.20562744140625, 319.5145263671875, 437.6976318359375, 333.93853759765625), font: MyriadPro-Regular, size: 12.0)
Page 35: m (bbox: (437.94964599609375, 319.5025329589844, 447.6456604003906, 333.93853759765625), font: MyriadPro-It, size: 12.0)
Page 35: × (bbox: (447.64569091796875, 319.5145263671875, 460.1376953125, 333.93853759765625), font: MyriadPro-Regular, size: 12.0)
Page 35: L (bbox: (460.38970947265625, 319.5025329589844, 465.6936950683594, 333.93853759765625), font: MyriadPro-It, size: 12.0)
Page 35: energy transferred in stretching = 0.5 × spring constant × (bbox: (79.86961364746094, 350.8585205078125, 369.1395263671875, 365.28253173828125), font: MyriadPro-Regular, size: 12.0)
Page 35: (extension) (bbox: (79.86961364746094, 364.8625183105469, 135.7536163330078, 379.2865295410156), font: MyriadPro-Regular, size: 12.0)
Page 35: 2 (bbox: (135.75279235839844, 364.2074279785156, 139.34173583984375, 372.6166076660156), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: E (bbox: (418.8173828125, 356.8276062011719, 424.4573974609375, 371.26361083984375), font: MyriadPro-It, size: 12.0)
Page 35: k (bbox: (452.75341796875, 356.8276062011719, 458.22540283203125, 371.26361083984375), font: MyriadPro-It, size: 12.0)
Page 35: x (bbox: (468.8798828125, 356.8276062011719, 474.171875, 371.26361083984375), font: MyriadPro-It, size: 12.0)
Page 35:  (bbox: (427.44390869140625, 356.20361328125, 434.03192138671875, 370.90362548828125), font: SymbolMT, size: 12.0)
Page 35:  (bbox: (444.8798828125, 356.20361328125, 466.659912109375, 370.90362548828125), font: SymbolMT, size: 12.0)
Page 35: 1 (bbox: (437.28607177734375, 349.277099609375, 443.44207763671875, 363.70111083984375), font: MyriadPro-Regular, size: 12.0)
Page 35: 2 (bbox: (436.818115234375, 366.2091064453125, 442.97412109375, 380.63311767578125), font: MyriadPro-Regular, size: 12.0)
Page 35: 2 (bbox: (475.0673828125, 354.9156188964844, 479.36376953125, 364.98236083984375), font: MyriadPro-Regular, size: 8.375)
Page 35: If you’re taking (bbox: (42.51909637451172, 394.98681640625, 119.20990753173828, 409.41082763671875), font: MyriadPro-Regular, size: 12.0)
Page 35: GCSE (9–1) Physics (bbox: (119.4619140625, 394.5428161621094, 218.83395385742188, 409.41082763671875), font: MyriadPro-Bold, size: 12.0)
Page 35: , you also need these extra equations: (bbox: (218.8339385986328, 394.98681640625, 407.3289794921875, 409.41082763671875), font: MyriadPro-Regular, size: 12.0)
Page 35: moment of a force = force × distance normal to the direction (bbox: (75.11759948730469, 424.1340026855469, 384.69268798828125, 438.5580139160156), font: MyriadPro-Regular, size: 12.0)
Page 35: of the force (bbox: (75.11759948730469, 438.13800048828125, 132.50157165527344, 452.56201171875), font: MyriadPro-Regular, size: 12.0)
Page 35: pressure = force normal to surface ÷ area of surface (bbox: (75.11759948730469, 469.48199462890625, 332.5297546386719, 483.906005859375), font: MyriadPro-Regular, size: 12.0)
Page 35: P (bbox: (459.6072998046875, 468.46063232421875, 465.6913146972656, 482.8966369628906), font: MyriadPro-It, size: 12.0)
Page 35: F (bbox: (478.45098876953125, 460.89813232421875, 484.0309753417969, 475.3341369628906), font: MyriadPro-It, size: 12.0)
Page 35: A (bbox: (478.72698974609375, 477.83013916015625, 485.5429992675781, 492.2661437988281), font: MyriadPro-It, size: 12.0)
Page 35: = (bbox: (468.4197998046875, 467.8366394042969, 475.0078125, 482.5366516113281), font: SymbolMT, size: 12.0)
Page 35: HT (bbox: (48.68379211425781, 513.86865234375, 63.52779006958008, 528.7366333007812), font: MyriadPro-Bold, size: 12.0)
Page 35: potential difference across primary coil (bbox: (83.41439819335938, 505.56939697265625, 264.99481201171875, 518.9290161132812), font: MyriadPro-BoldIt, size: 10.800000190734863)
Page 35: potential difference across secondary coil (bbox: (78.09880065917969, 520.8131103515625, 270.2969970703125, 534.1727294921875), font: MyriadPro-BoldIt, size: 10.800000190734863)
Page 35: number of turns in primary coil (bbox: (288.10821533203125, 505.56939697265625, 431.70501708984375, 518.9290161132812), font: MyriadPro-BoldIt, size: 10.800000190734863)
Page 35: n (bbox: (282.7926025390625, 520.8131103515625, 288.8730163574219, 534.1727294921875), font: MyriadPro-BoldIt, size: 10.800000190734863)
Page 35: = (bbox: (273.85015869140625, 512.1838989257812, 279.77935791015625, 525.4138793945312), font: SymbolMT, size: 10.800000190734863)
Page 35: umber of turns in secondary coil (bbox: (288.86761474609375, 520.8131103515625, 437.01123046875, 534.1727294921875), font: MyriadPro-BoldIt, size: 10.800000190734863)
Page 35: V (bbox: (459.794677734375, 503.26611328125, 467.1266784667969, 518.110107421875), font: MyriadPro-BoldIt, size: 12.0)
Page 35: V (bbox: (459.9146728515625, 521.7701416015625, 467.2466735839844, 536.6141357421875), font: MyriadPro-BoldIt, size: 12.0)
Page 35: N (bbox: (484.98272705078125, 503.26611328125, 492.9747314453125, 518.110107421875), font: MyriadPro-BoldIt, size: 12.0)
Page 35: N (bbox: (485.10272216796875, 521.7701416015625, 493.0947265625, 536.6141357421875), font: MyriadPro-BoldIt, size: 12.0)
Page 35: p (bbox: (466.044677734375, 509.9522399902344, 471.05291748046875, 520.328857421875), font: MyriadPro-Bold, size: 8.375)
Page 35: S (bbox: (466.419677734375, 528.4522094726562, 470.9421691894531, 538.828857421875), font: MyriadPro-Bold, size: 8.375)
Page 35: p (bbox: (492.73223876953125, 509.9522399902344, 497.740478515625, 520.328857421875), font: MyriadPro-Bold, size: 8.375)
Page 35: S (bbox: (493.10723876953125, 528.4522094726562, 497.6297302246094, 538.828857421875), font: MyriadPro-Bold, size: 8.375)
Page 35: = (bbox: (475.232177734375, 512.1751098632812, 481.8201904296875, 526.8751220703125), font: SymbolMT, size: 12.0)
Page 35: to calculate pressure or volume for gases of fixed mass at constant (bbox: (75.11622619628906, 548.151123046875, 409.2313232421875, 562.5751342773438), font: MyriadPro-Regular, size: 12.0)
Page 35: temperature (bbox: (75.11622619628906, 562.1550903320312, 137.87620544433594, 576.5791015625), font: MyriadPro-Regular, size: 12.0)
Page 35: P (bbox: (457.79620361328125, 555.1471557617188, 463.8802185058594, 569.5831298828125), font: MyriadPro-It, size: 12.0)
Page 35: 1 (bbox: (463.87860107421875, 561.9096069335938, 467.4675598144531, 570.31884765625), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: × (bbox: (467.4674072265625, 555.1498413085938, 479.95941162109375, 569.5738525390625), font: MyriadPro-Regular, size: 12.0)
Page 35: V (bbox: (480.21142578125, 555.1378784179688, 486.6794128417969, 569.5738525390625), font: MyriadPro-It, size: 12.0)
Page 35: 1 (bbox: (486.683837890625, 561.9096069335938, 490.2727966308594, 570.31884765625), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: = (bbox: (490.27264404296875, 555.1498413085938, 502.7646484375, 569.5738525390625), font: MyriadPro-Regular, size: 12.0)
Page 35: P (bbox: (503.01666259765625, 555.1378784179688, 509.1006774902344, 569.5738525390625), font: MyriadPro-It, size: 12.0)
Page 35: 2 (bbox: (509.10491943359375, 561.9096069335938, 512.69384765625, 570.31884765625), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: × (bbox: (512.6937866210938, 555.1498413085938, 525.185791015625, 569.5738525390625), font: MyriadPro-Regular, size: 12.0)
Page 35: V (bbox: (525.4378051757812, 555.1378784179688, 531.9058227539062, 569.5738525390625), font: MyriadPro-It, size: 12.0)
Page 35: 2 (bbox: (531.9100952148438, 561.9096069335938, 535.4990234375, 570.31884765625), font: MyriadPro-Regular, size: 6.995999813079834)
Page 35: HT (bbox: (48.68840026855469, 589.0443725585938, 63.53239822387695, 603.912353515625), font: MyriadPro-Bold, size: 12.0)
